Name Surname HW1 HW2 HW3 HW4 HW5 HW6 HW7 Exam
Name570 Surname2 9.19465 1.49395 9.5221 7.05292 1.97821 1.86408 9.44904 5.85572
Name571 Surname1 9.49039 7.14953 1.19876 5.626 5.85395 8.89799 1.7897 5.28102
Name572 Surname2 2.04691 2.46495 3.74424 1.25462 1.98565 4.97556 3.56952 5.16394
Name573 Surname1 3.68622 4.26586 6.69739 8.58688 4.02505 7.58812 5.09807 1.54755
Name574 Surname2 4.54981 8.50457 6.63434 3.97496 1.85144 4.65127 1.72706 8.81873
Name575 Surname1 5.15957 2.54455 5.38906 7.38758 5.41745 6.43888 6.03178 9.78504
Name576 Surname2 3.9561 3.55389 2.71578 1.63603 5.04416 1.34204 2.07953 8.79858
Name577 Surname1 3.88812 3.34667 2.35886 6.5182 8.74341 4.08536 6.42991 2.43402
Name578 Surname2 6.51096 8.81216 2.69518 4.31548 9.93064 5.74633 4.7875 7.09771
Name579 Surname1 1.67169 5.3551 9.54808 9.01464 5.46736 1.72966 2.76426 2.40966
Name580 Surname2 2.38544 6.40645 1.61115 2.77466 1.07538 5.19287 2.37416 8.44262
Name581 Surname1 7.75615 4.18901 1.69442 5.12289 3.08741 3.82198 4.9838 4.239
Name582 Surname2 1.23539 4.79495 9.09784 2.50933 3.06134 3.31109 6.56731 9.76967
Name583 Surname1 3.22771 5.58892 4.29731 3.53505 1.12679 4.02862 7.43767 8.45314
Name584 Surname2 1.43867 7.90423 6.46532 8.16602 2.76809 3.61973 7.43309 8.13303
Name585 Surname1 3.70238 8.1558 3.2567 5.91063 6.01469 8.30501 7.43447 5.20396
Name586 Surname2 7.83063 5.47573 5.40092 8.83758 8.6221 4.07408 7.56338 7.02611
Name587 Surname1 8.31145 2.51885 1.51512 1.08771 2.6029 4.37478 4.75735 7.37716
Name588 Surname2 3.03588 9.12267 2.46476 8.84993 6.56753 6.81144 8.29377 3.24597
Name589 Surname1 9.8821 6.05918 6.93042 5.37588 5.79619 8.02465 4.29574 3.8234
Name590 Surname2 3.23548 9.73709 6.21766 5.50923 3.68555 7.86832 9.70788 1.67075
Name591 Surname1 5.80115 9.29048 7.68863 2.04066 1.09747 2.93438 3.02365 9.66383
Name592 Surname2 3.57449 2.24583 9.26932 7.98018 9.88319 8.2834 4.85865 6.25771
Name593 Surname1 2.09567 7.85996 2.01031 7.35013 4.12135 5.80032 7.199 1.84163
Name594 Surname2 6.54385 2.41663 6.69643 7.19125 3.58948 7.67175 5.42574 8.21091
Name595 Surname1 8.89469 3.68712 7.0422 4.28324 2.51057 4.52557 7.09405 7.5467
Name596 Surname2 9.1356 8.83792 7.17889 1.2249 3.04007 2.26648 9.61182 2.19002
Name597 Surname1 7.26146 7.2706 6.26552 3.73376 9.54369 6.20695 7.6692 6.14051
Name598 Surname2 6.64728 4.86443 2.31429 6.82772 9.95472 2.58067 8.4388 4.41424
Name599 Surname1 4.00729 7.66581 1.48225 8.99193 3.01096 3.09138 1.86622 4.81464
Name600 Surname2 4.30193 7.48705 4.86787 1.84902 5.55845 6.99481 4.36548 4.11278
Name601 Surname1 3.4675 9.45603 8.4622 7.89903 2.67341 8.37451 2.81725 3.88361
Name602 Surname2 8.85228 7.98098 2.45604 2.68042 4.54975 2.59922 2.65005 2.83736
Name603 Surname1 1.13916 5.78909 5.7516 9.99368 8.88017 1.3371 8.31071 7.89235
Name604 Surname2 2.2595 2.95922 5.47395 9.12312 7.24738 5.64101 2.74818 1.14938
Name605 Surname1 2.79793 9.82105 4.06952 6.02613 2.81164 7.00118 4.21017 9.7326
Name606 Surname2 6.8091 4.94257 4.70106 3.62658 9.10385 8.43487 4.30353 3.06328
Name607 Surname1 5.59308 7.98895 1.8136 6.70088 7.88502 5.8442 1.94392 5.7584
Name608 Surname2 1.17645 9.11862 7.14647 3.44539 3.64753 8.39156 1.81221 6.60323
Name609 Surname1 7.98244 2.45198 7.56164 8.03816 3.60704 7.9439 9.67049 6.77278
Name610 Surname2 3.30856 2.93637 3.41961 2.30952 7.19249 6.96337 7.87407 8.95199
Name611 Surname1 5.60235 4.06835 1.88103 9.13202 3.26143 7.03485 1.50022 8.9426
Name612 Surname2 1.90508 1.19045 7.7483 1.75589 8.01455 9.60946 6.25654 1.7437
Name613 Surname1 7.39498 9.9083 1.65974 1.91234 5.92387 7.1535 6.89514 4.78819
Name614 Surname2 8.60131 1.27754 6.26562 8.66928 5.74865 6.50053 2.57378 9.36955
Name615 Surname1 6.69317 4.79528 2.22214 1.95557 2.68403 2.71168 6.1613 4.64834
Name616 Surname2 9.08466 6.35297 6.62365 9.01438 9.65575 5.84028 5.50601 2.18232
Name617 Surname1 3.72915 9.28611 7.50212 8.59819 4.08611 9.43208 2.46111 1.00003
Name618 Surname2 2.18389 4.98936 5.82575 9.10501 3.426 9.08782 8.25313 7.57017
Name619 Surname1 9.66501 1.72477 8.59602 8.10634 6.78435 2.39805 3.89368 8.40871
Name620 Surname2 5.54769 3.01057 3.62101 1.98164 6.74498 2.32665 8.99806 9.64914
Name621 Surname1 6.69606 7.40762 9.72346 5.01152 1.73671 9.80348 5.41471 9.63659
Name622 Surname2 9.78046 8.76406 5.37517 1.03421 3.79928 7.6934 8.21821 9.21787
Name623 Surname1 3.06881 1.13679 9.19809 1.20004 8.98252 7.82517 1.8337 2.57306
Name624 Surname2 2.3924 1.49016 7.07617 6.11642 1.85526 1.71142 7.78599 3.36458
Name625 Surname1 9.87503 4.75216 7.26205 8.50446 7.28712 6.69003 1.29556 9.2491
Name626 Surname2 9.96256 9.45438 8.20837 3.9947 5.53454 7.03002 8.55711 8.58623
Name627 Surname1 4.92336 8.5743 9.87325 6.68701 4.43523 8.9904 6.44157 9.79932
Name628 Surname2 1.00883 7.26868 1.66633 7.35092 7.05556 4.176 7.61303 6.04162
Name629 Surname1 5.10178 7.24415 4.5565 1.31055 6.98874 4.83152 1.02822 5.77091
Name630 Surname2 8.56172 9.98407 1.35799 5.70333 4.81238 1.17129 2.99634 7.59317
Name631 Surname1 9.564 3.2841 7.1058 3.3663 2.10514 1.43761 8.01076 6.55823
Name632 Surname2 2.55186 3.42319 1.7448 2.61036 3.09902 7.80627 1.09767 6.3152
Name633 Surname1 6.24904 3.22612 9.89978 7.56638 6.71262 1.5439 1.23695 2.08125
Name634 Surname2 9.57401 7.20386 2.66858 1.26205 4.69464 2.73622 6.46622 6.20635
Name635 Surname1 3.49098 3.84667 9.93872 8.60989 5.62733 2.13653 9.52685 9.4614
Name636 Surname2 5.93241 3.15692 5.72351 9.99373 6.60335 9.63318 2.31697 7.17321
Name637 Surname1 5.05371 1.37432 8.53794 1.48459 8.9866 6.37986 1.89151 5.37008
Name638 Surname2 1.00095 6.77674 3.24313 4.31088 7.3486 5.6448 2.06683 7.93754
Name639 Surname1 7.71404 8.8727 4.36121 7.78326 7.49271 2.13137 1.62445 3.01428
Name640 Surname2 1.11409 2.10611 9.80657 1.16815 9.85588 5.25933 3.55415 1.29358
Name641 Surname1 1.91577 8.33889 4.59043 5.29746 2.49925 2.81433 6.15065 1.52858
Name642 Surname2 2.34128 1.26429 6.46315 8.84114 3.66561 8.34768 8.07311 8.42558
Name643 Surname1 8.10167 5.06644 7.58465 4.11608 3.93923 8.77849 7.10582 6.51214
Name644 Surname2 2.1823 4.94414 6.58764 7.40988 8.0431 1.36646 4.33688 3.58187
Name645 Surname1 9.05314 9.10433 5.4987 8.3932 5.80369 7.22265 9.96901 3.17737
Name646 Surname2 7.42725 8.83169 5.43691 7.0389 5.36026 6.27601 5.86207 9.13302
Name647 Surname1 1.6795 1.01445 4.0914 4.72863 1.99192 9.78659 4.37131 1.27913
Name648 Surname2 2.30987 8.09452 3.3034 1.36617 7.64737 4.6186 9.85092 3.57245
Name649 Surname1 5.47597 3.87935 6.67088 8.41385 1.19159 3.51188 2.78052 5.89134
Name650 Surname2 8.71487 5.44277 2.18653 5.27658 6.55914 4.33784 1.90947 8.78702
Name651 Surname1 4.2834 5.72273 5.67446 3.71426 2.86689 7.86229 2.20746 2.60929
Name652 Surname2 1.26078 9.4836 2.58198 6.73311 4.09263 4.16632 1.4432 1.32087
Name653 Surname1 2.20089 7.65085 9.33332 3.83317 8.99099 6.94721 8.92776 2.8318
Name654 Surname2 1.98929 2.83288 8.65187 4.85727 3.76546 1.84493 7.3418 2.7212
Name655 Surname1 4.81153 4.29566 4.18535 4.94707 8.30032 9.93574 4.0535 6.72873
Name656 Surname2 7.1553 2.41806 9.51616 3.09299 2.0194 2.78122 3.15494 1.62854
Name657 Surname1 3.64167 8.10332 9.03826 9.95318 1.0607 6.36349 8.70047 4.50582
Name658 Surname2 1.6908 5.25791 5.0099 9.15425 5.3852 9.34793 8.62871 5.97346
Name659 Surname1 9.14214 4.40567 2.7009 9.66285 8.10725 9.55207 4.38392 6.96524
Name660 Surname2 6.03203 9.26803 4.21736 4.4167 8.01835 5.45108 5.81141 9.06699
Name661 Surname1 6.01934 3.63974 7.4502 8.49412 4.08956 1.63319 3.25845 4.53151
Name662 Surname2 3.30392 5.73983 6.65035 3.30934 9.15544 1.92003 2.52101 9.6853
Name663 Surname1 4.77769 5.16167 9.72887 9.16584 6.80455 5.09714 5.25056 5.24544
Name664 Surname2 7.93087 5.17869 9.73002 8.50579 4.47632 7.81624 6.11069 9.81719
Name665 Surname1 7.0589 3.633 9.37546 3.8779 1.21842 4.17933 2.67777 6.29923
Name666 Surname2 8.60677 9.29278 8.25609 4.51765 4.44565 9.46757 8.5908 9.90609
Name667 Surname1 3.68107 5.37306 3.13068 2.41739 7.35768 6.41668 8.60288 3.77983
Name668 Surname2 1.48933 9.00327 6.48525 1.31732 5.26597 7.73717 9.36105 3.00581
Name669 Surname1 5.45488 6.28677 8.48118 7.72431 2.70352 7.92014 3.42477 6.93285
Name670 Surname2 5.72048 6.62907 7.09634 4.78901 7.90422 1.75296 7.2868 6.26069
Name671 Surname1 6.69573 2.12591 8.2639 8.95402 4.86583 2.91219 9.1209 7.65842
Name672 Surname2 4.36844 6.46161 9.73629 5.63395 9.99343 7.4527 4.454 7.04287
Name673 Surname1 4.99279 2.8728 8.90309 9.99891 7.61397 5.44033 7.50051 9.25713
Name674 Surname2 8.70523 7.19613 2.54424 5.69533 4.20709 3.33746 7.78666 6.56672
Name675 Surname1 9.83681 6.83508 4.56782 4.74252 6.97007 8.15148 7.77478 5.3306
Name676 Surname2 5.30213 8.3063 2.1568 2.33957 9.44683 7.07308 4.14882 9.22651
Name677 Surname1 7.65008 2.56647 3.19137 2.03837 4.4521 6.92364 8.44278 9.66103
Name678 Surname2 4.90948 9.77262 9.88231 3.85767 4.12127 2.51937 5.33901 4.65748
Name679 Surname1 1.65363 8.56851 8.46767 9.79291 5.2956 9.5973 3.53435 9.20487
Name680 Surname2 9.38127 8.72946 3.74648 6.16728 9.40882 6.73446 7.38304 6.1225
Name681 Surname1 1.33781 2.24125 6.40515 7.67199 1.89351 8.36864 1.71897 3.87719
Name682 Surname2 2.58426 8.1603 8.54128 3.22741 2.04963 4.53491 9.8901 3.77535
Name683 Surname1 6.17873 6.21839 1.98008 4.92268 5.10874 5.62019 3.66454 9.82215
Name684 Surname2 2.42679 8.01838 4.68478 1.74627 9.35318 4.34898 1.15459 7.80322
Name685 Surname1 8.19356 1.83414 9.50143 2.38312 7.96531 9.44757 7.75274 8.82762
Name686 Surname2 2.75095 2.8596 1.45476 1.24383 8.52857 1.02666 3.89977 5.25706
Name687 Surname1 8.14681 4.76342 2.71576 1.70272 6.24117 8.07219 6.28953 4.60232
Name688 Surname2 4.89879 1.20752 9.25075 1.51792 2.90828 3.03918 4.94914 2.01059
Name689 Surname1 5.65497 6.05623 9.91141 7.65016 2.22026 2.72257 7.67678 2.61981
Name690 Surname2 8.05551 5.90228 1.1298 1.95167 4.69816 9.85693 4.59378 2.00145
Name691 Surname1 6.35997 6.90015 5.81474 5.78437 9.89498 7.55206 3.72267 3.53239
Name692 Surname2 2.53291 2.22606 8.22577 8.15308 6.38028 5.84341 8.98626 3.75269
Name693 Surname1 4.32309 6.32805 7.66356 6.70664 2.21021 8.33032 5.48565 7.34326
Name694 Surname2 6.46371 6.97115 1.46827 9.00177 8.45286 3.27188 9.06214 6.92802
Name695 Surname1 7.00712 5.23403 5.44631 5.29543 7.30831 9.28557 4.80912 6.24396
Name696 Surname2 5.79203 2.04717 3.11984 3.0003 3.27099 3.12829 4.80809 8.7613
Name697 Surname1 7.59814 5.39321 9.28078 4.63424 6.48599 1.22614 4.87267 9.46251
Name698 Surname2 2.9857 8.44233 3.21684 7.36647 8.5283 9.32763 4.11043 8.72121
Name699 Surname1 7.85453 5.69842 7.50564 2.69718 3.18102 2.77407 1.44278 2.84839
Name700 Surname2 1.82754 4.53811 5.19559 8.26257 1.44106 6.49734 1.20884 2.33483
Name701 Surname1 8.11849 7.0367 5.7316 5.93461 5.43271 8.45878 2.4469 6.70952
Name702 Surname2 9.66599 7.54196 9.10938 8.01776 4.04512 6.46288 5.12265 8.02603
Name703 Surname1 9.09977 4.7673 8.18854 1.48093 6.53679 4.70168 1.25842 2.71635
Name704 Surname2 6.65728 3.15019 9.76392 2.9757 2.14683 8.56466 8.00455 3.30598
Name705 Surname1 1.98241 7.47798 5.20865 1.22001 3.72268 1.9517 3.91492 9.75553
Name706 Surname2 5.63419 2.66604 6.90372 7.80226 4.88166 4.10686 7.25507 7.67905
Name707 Surname1 5.72386 7.39596 1.83008 3.99315 6.3329 7.72791 5.23496 3.99548
Name708 Surname2 3.11402 9.15258 6.21479 4.23875 4.70435 6.64521 8.86096 1.67305
Name709 Surname1 8.4129 9.16282 3.19766 6.84144 4.48135 6.18589 5.5433 4.63607
Name710 Surname2 6.77436 7.38445 7.90397 3.77459 7.74301 1.29387 5.18081 8.85128
Name711 Surname1 1.75469 7.08742 7.42709 7.11284 8.07057 5.81656 2.79388 1.93857
Name712 Surname2 5.63591 5.31945 3.17437 6.19836 7.1581 3.25327 6.40136 8.4887
Name713 Surname1 4.44445 5.04198 3.55659 8.38751 5.50553 2.04986 9.80523 9.79946
Name714 Surname2 2.97973 6.05825 5.26107 4.95262 8.27944 4.73789 1.9762 7.53558
Name715 Surname1 9.53434 5.5909 7.28596 2.15748 4.33186 1.94848 8.16121 7.49174
Name716 Surname2 4.57839 3.81898 6.943 3.73603 5.34155 1.50019 5.31982 2.52706
Name717 Surname1 6.71086 3.46877 4.0212 1.21432 3.43271 6.01807 6.46191 9.84231
Name718 Surname2 2.23893 9.89351 8.90319 7.59825 9.42137 7.78821 7.19397 9.45643
Name719 Surname1 2.15917 3.06775 9.79864 8.34695 5.36814 7.64299 1.0327 6.99281
Name720 Surname2 1.0674 1.96134 4.46972 8.07399 7.23966 5.28061 5.45476 6.93418
Name721 Surname1 4.85685 2.2432 3.69153 3.84598 9.26414 4.98628 2.12841 4.90831
Name722 Surname2 7.46793 7.70569 4.98564 2.77834 3.95089 6.11714 2.25104 9.09639
Name723 Surname1 4.8265 1.96552 9.23043 5.59778 9.28806 7.98638 8.28494 7.78901
Name724 Surname2 5.15069 2.42915 2.64992 5.27428 3.12904 7.17046 4.39796 9.01547
Name725 Surname1 2.36546 2.77719 7.02834 3.76532 6.71246 9.0889 3.37179 6.01853
Name726 Surname2 8.85563 6.82672 6.99922 9.6477 3.81274 5.2959 3.82549 7.97249
Name727 Surname1 7.10837 2.16681 7.71222 8.73069 3.13036 6.8725 2.3292 7.14057
Name728 Surname2 5.7732 9.948 9.02595 8.21123 1.58474 4.69343 7.03285 6.45505
Name729 Surname1 5.81528 8.55677 5.43559 5.85784 1.57756 5.13265 2.01686 5.78359
Name730 Surname2 3.99542 3.91865 3.44192 1.90529 2.66534 9.90172 2.49031 5.67608
Name731 Surname1 1.73042 8.45269 1.8493 1.04276 8.63756 2.2832 5.86771 1.44618
Name732 Surname2 5.41083 2.81868 4.95284 4.89242 1.45474 4.96478 3.21088 1.38165
Name733 Surname1 5.37158 8.81041 9.88974 6.17822 7.14145 7.50506 4.093 4.29727
Name734 Surname2 2.57407 7.56279 9.77027 7.42815 1.90045 6.46709 5.08109 4.04493
Name735 Surname1 8.58611 5.18729 9.72862 4.86306 3.03789 7.01791 1.12089 3.31555
Name736 Surname2 3.45917 3.39936 4.09066 9.65427 2.66232 4.1212 3.26911 5.7635
Name737 Surname1 8.78996 8.59528 4.18636 6.40126 3.31302 8.47544 9.45809 6.18637
Name738 Surname2 5.20017 5.1694 7.98526 9.56917 3.6653 3.92877 6.14306 2.2726
Name739 Surname1 7.67005 4.87675 9.84011 1.42396 2.77364 6.15884 2.59069 4.70422
Name740 Surname2 3.44273 6.31547 5.86276 3.51118 7.74409 5.37843 1.5529 2.49841
Name741 Surname1 9.3405 1.1375 8.90122 6.65614 4.43666 1.54629 8.92673 8.84414
Name742 Surname2 2.79294 4.34592 8.50874 2.07963 3.28394 6.95716 5.91044 2.57283
Name743 Surname1 7.95401 8.99369 4.92969 3.00203 1.2451 8.15548 4.299 8.10737
Name744 Surname2 7.29695 7.35622 7.18548 3.72509 8.39829 2.81015 2.468 9.02595
Name745 Surname1 9.64687 3.86958 2.57564 5.30483 3.97394 2.08843 3.27999 6.86452
Name746 Surname2 9.04913 4.1583 6.47642 5.72172 4.68751 6.92444 4.15834 4.32538
Name747 Surname1 5.77162 4.91055 7.06483 2.31945 6.3558 8.98401 6.98432 1.06736
Name748 Surname2 6.47231 4.72355 5.22497 8.84836 4.34814 2.55536 9.17643 8.24515
Name749 Surname1 7.83472 1.52103 6.87699 1.31266 1.62569 2.4926 6.9497 2.31442
Name750 Surname2 2.72875 1.39824 6.35372 7.70877 1.64524 7.70457 6.31779 3.10987
Name751 Surname1 3.65115 5.34563 2.99099 6.45102 4.11674 8.42619 7.02966 5.84689
Name752 Surname2 2.81119 6.71275 4.09865 9.22321 2.69 5.67851 4.64068 3.0204
Name753 Surname1 2.07569 2.85875 5.76454 9.36621 2.60751 3.53436 9.47918 9.7969
Name754 Surname2 7.9108 1.99652 6.90595 4.85423 7.31182 4.42567 8.09608 9.09298
Name755 Surname1 7.31814 5.00902 9.24007 9.87713 6.00485 9.44876 3.55253 4.43439
Name756 Surname2 1.05984 3.89001 3.71245 9.77066 5.53546 3.0223 7.07052 3.47443
Name757 Surname1 9.53329 7.24942 3.57781 4.0127 8.95478 7.65804 4.12857 2.23473
Name758 Surname2 7.40914 4.65587 8.39744 7.34661 2.3258 8.06601 7.08719 6.81598
Name759 Surname1 1.98465 6.25111 4.46615 5.48483 6.31648 7.7122 3.3989 9.49
Name760 Surname2 1.30787 2.58095 1.79347 6.18559 7.31971 7.62309 6.11109 8.2177
Name761 Surname1 9.6619 3.98795 5.60933 2.84831 3.08518 1.59914 7.79661 3.88703
Name762 Surname2 8.05956 6.6066 8.43056 9.87088 9.38925 1.7576 1.5695 3.42605
Name763 Surname1 9.763 5.79238 3.88912 2.1265 7.96307 3.0058 9.92544 8.59514
Name764 Surname2 9.35655 3.67745 7.22548 7.14983 7.21746 2.62559 1.98494 7.37175
Name765 Surname1 3.68004 8.11192 9.46709 6.19595 8.16033 7.43236 2.17808 9.67748
Name766 Surname2 2.99069 5.25787 9.89863 1.70389 7.07183 1.68562 9.87309 3.67617
Name767 Surname1 7.24619 8.23916 4.19768 7.56144 6.40487 2.65388 5.34999 8.71814
Name768 Surname2 3.14225 4.93302 6.19128 4.71563 8.24054 9.30671 1.25636 6.84623
Name769 Surname1 1.82244 5.14519 5.5765 8.20867 4.17342 1.58684 9.56494 7.97281
Name770 Surname2 7.03151 3.76953 7.75482 2.81755 5.16047 9.69777 1.74336 4.28794
Name771 Surname1 5.3318 3.49311 1.49342 3.37239 4.31315 7.43511 1.61795 7.12286
Name772 Surname2 3.42237 9.00788 9.6457 3.96592 7.09306 2.80427 8.06872 5.75135
Name773 Surname1 3.88009 2.97577 2.81032 7.4217 5.45513 4.58572 2.3712 2.42479
Name774 Surname2 5.65491 8.66296 3.87167 8.03164 7.62308 5.55348 1.48776 8.06186
Name775 Surname1 6.05205 9.86553 8.4617 2.30434 7.25519 6.88072 4.36806 5.62188
Name776 Surname2 7.68608 9.75048 9.95792 1.8534 8.07909 3.36381 6.53936 9.27752
Name777 Surname1 2.3933 2.05967 4.53205 5.56089 9.12799 2.3983 4.0814 2.99019
Name778 Surname2 8.09447 7.1672 1.93399 4.80791 6.62539 3.58471 1.18777 6.42752
Name779 Surname1 3.3319 7.76507 9.69659 6.61098 2.99325 8.14101 8.52498 1.94463
Name780 Surname2 2.09285 3.95868 3.70139 6.57085 5.7673 5.55301 8.55358 9.66721
Name781 Surname1 1.16435 2.73799 7.54613 9.04738 2.54485 9.07886 1.22227 2.01216
Name782 Surname2 4.47524 5.96156 2.82701 4.446 7.41163 7.18347 3.73963 1.70794
Name783 Surname1 3.807 8.27056 8.07576 5.54332 1.5003 1.92368 9.64541 4.84505
Name784 Surname2 8.4412 2.83486 2.41639 4.60829 7.85851 3.38277 9.19623 1.36842
Name785 Surname1 3.4616 3.26697 5.03484 8.77873 5.64321 1.66342 3.49081 9.8872
Name786 Surname2 1.80576 1.82743 9.98003 3.63779 7.43847 4.20318 8.6155 3.15015
Name787 Surname1 4.72856 7.82168 1.25334 6.72801 6.43671 9.44493 5.73197 6.62381
Name788 Surname2 9.06524 8.51273 3.55378 4.92426 6.86749 1.71781 4.13237 5.26657
Name789 Surname1 3.82594 6.49456 1.98218 5.66284 4.80753 9.25527 2.49094 5.69173
Name790 Surname2 9.95642 5.31846 1.84323 8.96798 4.94633 3.4037 1.12778 5.72522
Name791 Surname1 9.18454 9.07522 3.47178 9.24979 7.33351 8.23072 8.68174 3.8282
Name792 Surname2 3.28369 9.40932 2.06694 8.74705 5.30618 3.52658 1.16881 6.60618
Name793 Surname1 6.24393 8.85971 5.35465 3.55141 9.44994 2.01277 2.83947 9.81955
Name794 Surname2 9.18411 8.63062 8.03267 9.99178 8.16256 2.96323 8.04935 7.9553
Name795 Surname1 2.29214 5.50681 3.9145 1.97462 7.12377 8.37934 1.52187 6.20575
Name796 Surname2 4.95515 6.24203 7.42481 1.55629 6.64316 8.75227 3.06713 5.22443
Name797 Surname1 2.13579 4.18612 1.91735 7.60258 5.30752 5.27114 3.16648 5.9231
Name798 Surname2 5.00293 6.95157 5.41273 4.40054 1.5816 8.79348 7.94943 2.82951
Name799 Surname1 7.30506 2.2354 8.25613 7.61926 2.68333 8.51677 5.17257 8.89622
Name800 Surname2 2.75141 7.26428 3.86992 2.46136 2.76425 2.47757 7.79508 6.13136
Name801 Surname1 2.97423 8.15598 5.95515 1.71487 2.2492 4.94459 7.61235 1.05512
Name802 Surname2 2.22814 9.83046 9.05557 2.8745 4.09367 2.49487 5.44189 2.05871
Name803 Surname1 9.00517 5.57416 4.36863 6.66408 5.03113 7.80563 4.79832 4.61807
Name804 Surname2 3.71795 5.38061 6.65189 1.13463 5.26084 4.03137 3.91248 4.04974
Name805 Surname1 8.59725 7.07439 6.00364 9.86434 9.42291 6.04768 9.55668 1.94998
Name806 Surname2 8.88715 5.07298 8.79585 4.81579 9.08743 5.10693 2.18671 8.33048
Name807 Surname1 7.53499 2.80797 5.26034 1.18839 5.08164 5.3612 2.74079 5.79246
Name808 Surname2 2.40904 4.97881 6.56189 5.84926 1.02056 8.59358 5.90367 8.93918
Name809 Surname1 4.35184 7.72053 4.67256 6.67969 6.04107 7.49924 2.50117 8.95819
Name810 Surname2 8.11625 5.98575 5.99892 4.74114 3.10346 7.23319 6.0534 5.89584
Name811 Surname1 6.82555 2.31981 1.30693 5.17846 8.10916 3.72925 6.49421 6.71237
Name812 Surname2 4.84817 5.42699 2.69418 4.99236 1.44413 4.79135 6.562 5.25464
Name813 Surname1 2.4678 3.94063 7.15852 2.61874 1.50418 4.08713 6.0697 8.43359
Name814 Surname2 5.97631 1.48553 2.38063 3.81954 9.39581 1.9994 8.38221 5.48179
Name815 Surname1 4.08071 3.75491 7.37612 7.29126 5.35856 1.91834 3.06435 3.77229
Name816 Surname2 7.7403 1.1097 2.77516 8.64038 6.37192 5.23663 3.92949 9.59433
Name817 Surname1 8.19995 9.32766 6.57633 6.14407 2.03019 8.92185 7.46807 6.31211
Name818 Surname2 9.38468 5.22879 3.11504 8.61903 6.64489 8.28316 6.11057 3.57252
Name819 Surname1 2.66284 7.20895 4.97693 9.43704 3.31529 3.46427 8.12919 9.01556
Name820 Surname2 6.52858 2.82225 2.86681 4.94111 3.96416 1.59808 4.70119 3.08157
Name821 Surname1 3.87076 9.13411 4.31881 2.45286 8.27285 5.28371 7.35463 9.36619
Name822 Surname2 2.56445 8.26844 9.15375 8.23905 8.21461 6.12581 3.23991 4.88973
Name823 Surname1 4.7147 9.06899 5.49025 5.89826 2.51213 2.46193 9.75481 5.64551
Name824 Surname2 2.72384 9.84599 3.24169 7.0087 6.36092 3.33445 7.29891 6.48851
Name825 Surname1 7.55928 7.9892 5.22187 4.30797 2.4544 6.4161 8.55696 6.01032
Name826 Surname2 3.69908 7.81945 2.92301 5.86149 9.4559 9.38889 9.82171 5.5228
Name827 Surname1 9.01963 7.71678 2.9488 8.71015 9.44875 1.05856 5.19249 4.2015
Name828 Surname2 5.40629 6.33574 7.45675 6.78609 3.58494 2.47605 1.59123 1.38141
Name829 Surname1 1.66405 4.40547 4.98575 1.96816 2.36134 8.84941 3.61958 8.57472
Name830 Surname2 2.55078 8.1838 3.99311 6.56039 1.34352 8.54772 2.49718 9.02739
Name831 Surname1 7.16815 6.85419 7.5411 4.45972 9.41727 2.16874 3.0785 5.66312
Name832 Surname2 8.91335 3.98882 8.50138 9.82376 7.19601 4.93227 5.47176 4.34013
Name833 Surname1 8.05172 2.26587 1.58101 4.72955 8.79385 4.37642 8.62259 3.64531
Name834 Surname2 6.15501 2.18291 1.08498 1.37889 6.91917 2.72515 5.7878 8.12816
Name835 Surname1 4.90592 5.51775 1.38534 9.69276 7.46304 2.951 3.09042 2.44078
Name836 Surname2 5.88633 3.39165 5.51576 2.46517 5.77873 7.10508 2.14313 2.14671
Name837 Surname1 6.52442 5.76228 2.61534 9.26401 2.75478 3.0687 6.9861 1.45328
Name838 Surname2 2.93681 8.5511 7.60266 2.70136 9.87476 8.95852 4.22168 7.792
Name839 Surname1 7.62618 3.16111 2.73201 8.58626 6.76622 1.70065 5.1953 3.1865
Name840 Surname2 9.3474 6.07061 8.27611 7.00793 8.46141 1.18811 2.67652 5.02592
Name841 Surname1 2.32024 9.89291 6.21639 9.11219 3.4026 2.12046 3.62513 4.15548
Name842 Surname2 7.76914 6.37431 1.84074 4.14092 8.46808 9.10506 6.95388 2.1433
Name843 Surname1 7.24395 1.72606 1.8953 1.22937 4.67541 8.26401 9.62327 7.48329
Name844 Surname2 5.48414 7.92576 8.01391 8.08845 1.22833 5.53729 8.36092 5.14882
Name845 Surname1 8.71424 3.77441 7.9836 2.6631 6.39545 8.12953 9.17027 8.28449
Name846 Surname2 5.63736 9.79472 5.5975 4.60113 3.32069 4.23187 6.75947 9.4711
Name847 Surname1 1.73057 9.53713 3.93079 8.57869 1.84576 5.45029 8.74724 6.64018
Name848 Surname2 8.6035 2.60158 2.89449 3.36576 8.51521 9.57214 5.51729 4.4735
Name849 Surname1 8.35804 9.61226 1.2039 3.8579 1.00154 4.64978 8.3605 7.88215
Name850 Surname2 2.11712 1.13525 9.10129 1.44899 8.69577 5.27825 1.97672 6.14737
Name851 Surname1 3.56641 2.77393 1.41664 8.82626 3.02241 9.78977 5.16007 6.60938
Name852 Surname2 9.22511 5.29509 4.1752 4.15702 2.664 9.61584 3.45597 6.64333
Name853 Surname1 3.07488 9.13638 7.28764 6.79454 1.88847 4.40719 8.09075 5.53489
Name854 Surname2 3.79718 8.87029 1.71626 2.53939 3.81585 4.9343 1.39975 4.37786
